"Date Scrapped","Plaza Name","TollPlazaID","Distance","Type of vehicle","Single Journey","Return Journey","Monthly Pass","Commercial Vehicle Registered within the district of plaza"
"2022-12-19", Gadanki ( Public Funded ) ,5770,49,"7 or more Axle",735.0,1105.0,24500.0,370.0
"2022-12-19", Durgamvaripalli ( Public Funded ) ,4556,51,Car/Jeep/Van,45.0,65.0,1440.0,20.0
"2022-12-19", Durgamvaripalli ( Public Funded ) ,4556,51,LCV,70.0,105.0,2325.0,35.0
"2022-12-19", Durgamvaripalli ( Public Funded ) ,4556,51,Bus/Truck,145.0,220.0,4870.0,75.0
"2022-12-19", Durgamvaripalli ( Public Funded ) ,4556,51,Upto 3 Axle Vehicle,160.0,240.0,5310.0,80.0
"2022-12-19", Durgamvaripalli ( Public Funded ) ,4556,51,"4 to 6 Axle",230.0,345.0,7635.0,115.0
"2022-12-19", Durgamvaripalli ( Public Funded ) ,4556,51,HCM/EME,230.0,345.0,7635.0,115.0
"2022-12-19", Durgamvaripalli ( Public Funded ) ,4556,51,"7 or more Axle",280.0,420.0,9295.0,140.0
"2022-12-19", Main Toll (Panchvati colony) (Sheela Nagar) ( Public Funded ) ,240,10,Car/Jeep/Van,45.0,67.0,1485.0,
"2022-12-19", Main Toll (Panchvati colony) (Sheela Nagar) ( Public Funded ) ,240,10,LCV,78.0,117.0,2605.0,
"2022-12-19", Main Toll (Panchvati colony) (Sheela Nagar) ( Public Funded ) ,240,10,Bus/Truck,156.0,234.0,5210.0,
"2022-12-19", Main Toll (Panchvati colony) (Sheela Nagar) ( Public Funded ) ,240,10,Upto 3 Axle Vehicle,254.0,381.0,8467.0,
"2022-12-19", Main Toll (Panchvati colony) (Sheela Nagar) ( Public Funded ) ,240,10,"4 to 6 Axle",254.0,381.0,8467.0,
"2022-12-19", Main Toll (Panchvati colony) (Sheela Nagar) ( Public Funded ) ,240,10,HCM/EME,254.0,381.0,8467.0,
"2022-12-19", Main Toll (Panchvati colony) (Sheela Nagar) ( Public Funded ) ,240,10,"7 or more Axle",313.0,469.0,10421.0,
"2022-12-19", Medapi ( Public Funded ) ,5737,53,Car/Jeep/Van,50.0,75.0,1635.0,25.0
"2022-12-19", Medapi ( Public Funded ) ,5737,53,LCV,80.0,120.0,2640.0,40.0
"2022-12-19", Medapi ( Public Funded ) ,5737,53,Bus/Truck,165.0,250.0,5530.0,85.0
"2022-12-19", Medapi ( Public Funded ) ,5737,53,Upto 3 Axle Vehicle,180.0,270.0,6030.0,90.0
"2022-12-19", Medapi ( Public Funded ) ,5737,53,"4 to 6 Axle",260.0,390.0,8670.0,130.0
"2022-12-19", Medapi ( Public Funded ) ,5737,53,HCM/EME,260.0,390.0,8670.0,130.0
"2022-12-19", Medapi ( Public Funded ) ,5737,53,"7 or more Axle",315.0,475.0,10555.0,160.0
"2022-12-19", Mahasamudram ( Public Funded ) ,5661,60,Car/Jeep/Van,90.0,140.0,3065.0,45.0
"2022-12-19", Mahasamudram ( Public Funded ) ,5661,60,LCV,150.0,225.0,4950.0,75.0
"2022-12-19", Mahasamudram ( Public Funded ) ,5661,60,Bus/Truck,310.0,465.0,10375.0,155.0
"2022-12-19", Mahasamudram ( Public Funded ) ,5661,60,Upto 3 Axle Vehicle,340.0,510.0,11320.0,170.0
"2022-12-19", Mahasamudram ( Public Funded ) ,5661,60,"4 to 6 Axle",490.0,730.0,16270.0,245.0
"2022-12-19", Mahasamudram ( Public Funded ) ,5661,60,HCM/EME,490.0,730.0,16270.0,245.0
"2022-12-19", Mahasamudram ( Public Funded ) ,5661,60,"7 or more Axle",595.0,890.0,19805.0,295.0
"2022-12-19", Nannur ( BOT (Toll) ) ,4543,37,Car/Jeep/Van,80.0,120.0,2720.0,
"2022-12-19", Nannur ( BOT (Toll) ) ,4543,37,LCV,125.0,190.0,4240.0,
"2022-12-19", Nannur ( BOT (Toll) ) ,4543,37,Bus/Truck,260.0,390.0,8695.0,
"2022-12-19", Nannur ( BOT (Toll) ) ,4543,37,Upto 3 Axle Vehicle,400.0,600.0,13330.0,
"2022-12-19", Nannur ( BOT (Toll) ) ,4543,37,"4 to 6 Axle",400.0,600.0,13330.0,
"2022-12-19", Nannur ( BOT (Toll) ) ,4543,37,HCM/EME,400.0,600.0,13330.0,
"2022-12-19", Nannur ( BOT (Toll) ) ,4543,37,"7 or more Axle",510.0,765.0,16965.0,
"2022-12-19", Mekalavaripalli ( Public Funded ) ,4493,43,Car/Jeep/Van,45.0,65.0,1460.0,20.0
"2022-12-19", Mekalavaripalli ( Public Funded ) ,4493,43,LCV,70.0,105.0,2360.0,45.0
"2022-12-19", Mekalavaripalli ( Public Funded ) ,4493,43,Bus/Truck,150.0,220.0,4945.0,75.0
"2022-12-19", Mekalavaripalli ( Public Funded ) ,4493,43,Upto 3 Axle Vehicle,160.0,245.0,5395.0,80.0
"2022-12-19", Mekalavaripalli ( Public Funded ) ,4493,43,"4 to 6 Axle",235.0,350.0,7755.0,115.0
"2022-12-19", Mekalavaripalli ( Public Funded ) ,4493,43,HCM/EME,235.0,350.0,7755.0,115.0
"2022-12-19", Mekalavaripalli ( Public Funded ) ,4493,43,"7 or more Axle",285.0,425.0,9440.0,140.0
"2022-12-19", Millampalli ( Public Funded ) ,5732,42,Car/Jeep/Van,35.0,50.0,1165.0,15.0
"2022-12-19", Millampalli ( Public Funded ) ,5732,42,LCV,55.0,85.0,1880.0,30.0
"2022-12-19", Millampalli ( Public Funded ) ,5732,42,Bus/Truck,120.0,175.0,3940.0,60.0
"2022-12-19", Millampalli ( Public Funded ) ,5732,42,Upto 3 Axle Vehicle,130.0,195.0,4295.0,65.0
"2022-12-19", Millampalli ( Public Funded ) ,5732,42,"4 to 6 Axle",185.0,280.0,6175.0,95.0
"2022-12-19", Millampalli ( Public Funded ) ,5732,42,HCM/EME,185.0,280.0,6175.0,95.0
"2022-12-19", Millampalli ( Public Funded ) ,5732,42,"7 or more Axle",225.0,340.0,7520.0,115.0
"2022-12-19", Rapur ( Public Funded ) ,4484,32,Car/Jeep/Van,35.0,55.0,1235.0,20.0
"2022-12-19", Rapur ( Public Funded ) ,4484,32,LCV,60.0,90.0,2000.0,30.0
"2022-12-19", Rapur ( Public Funded ) ,4484,32,Bus/Truck,125.0,190.0,4185.0,65.0
"2022-12-19", Rapur ( Public Funded ) ,4484,32,Upto 3 Axle Vehicle,135.0,205.0,4565.0,70.0
"2022-12-19", Rapur ( Public Funded ) ,4484,32,"4 to 6 Axle",195.0,295.0,6565.0,100.0
"2022-12-19", Rapur ( Public Funded ) ,4484,32,HCM/EME,195.0,295.0,6565.0,100.0
"2022-12-19", Rapur ( Public Funded ) ,4484,32,"7 or more Axle",240.0,360.0,7990.0,120.0
"2022-12-19", Patancheru (Prograssive Construction Toll) (MoRTH) ( BOT ) ,363,31,Car/Jeep/Van,22.0,33.0,660.0,22.0
"2022-12-19", Patancheru (Prograssive Construction Toll) (MoRTH) ( BOT ) ,363,31,LCV,44.0,66.0,1320.0,44.0
"2022-12-19", Patancheru (Prograssive Construction Toll) (MoRTH) ( BOT ) ,363,31,Bus/Truck,81.0,122.0,2430.0,81.0
"2022-12-19", Patancheru (Prograssive Construction Toll) (MoRTH) ( BOT ) ,363,31,Upto 3 Axle Vehicle,176.0,264.0,2430.0,176.0
"2022-12-19", Raviguntapalli ( Public Funded ) ,4494,24,Car/Jeep/Van,35.0,50.0,1155.0,15.0
"2022-12-19", Raviguntapalli ( Public Funded ) ,4494,24,LCV,55.0,85.0,1865.0,30.0
"2022-12-19", Raviguntapalli ( Public Funded ) ,4494,24,Bus/Truck,115.0,175.0,3910.0,60.0
"2022-12-19", Raviguntapalli ( Public Funded ) ,4494,24,Upto 3 Axle Vehicle,130.0,190.0,4270.0,65.0
"2022-12-19", Raviguntapalli ( Public Funded ) ,4494,24,"4 to 6 Axle",185.0,275.0,6135.0,90.0
"2022-12-19", Raviguntapalli ( Public Funded ) ,4494,24,HCM/EME,185.0,275.0,6135.0,90.0
"2022-12-19", Raviguntapalli ( Public Funded ) ,4494,24,"7 or more Axle",225.0,335.0,7470.0,110.0
"2022-12-19", Sunambatti (Musunuru) ( BOT (Toll) ) ,251,43,Car/Jeep/Van,60.0,90.0,1965.0,
"2022-12-19", Sunambatti (Musunuru) ( BOT (Toll) ) ,251,43,LCV,95.0,145.0,3175.0,
"2022-12-19", Sunambatti (Musunuru) ( BOT (Toll) ) ,251,43,Bus/Truck,200.0,300.0,6650.0,
"2022-12-19", Sunambatti (Musunuru) ( BOT (Toll) ) ,251,43,Upto 3 Axle Vehicle,315.0,470.0,10425.0,
"2022-12-19", Sunambatti (Musunuru) ( BOT (Toll) ) ,251,43,"4 to 6 Axle",315.0,470.0,10425.0,
"2022-12-19", Sunambatti (Musunuru) ( BOT (Toll) ) ,251,43,HCM/EME,315.0,470.0,10425.0,
"2022-12-19", Sunambatti (Musunuru) ( BOT (Toll) ) ,251,43,"7 or more Axle",380.0,570.0,12695.0,
"2022-12-19", Main Toll (Panchvati colony) (Sheela Nagar) ( Public Funded ) ,240,10,Car/Jeep/Van,45.0,67.0,1485.0,
"2022-12-19", Main Toll (Panchvati colony) (Sheela Nagar) ( Public Funded ) ,240,10,LCV,78.0,117.0,2605.0,
"2022-12-19", Main Toll (Panchvati colony) (Sheela Nagar) ( Public Funded ) ,240,10,Bus/Truck,156.0,234.0,5210.0,
"2022-12-19", Main Toll (Panchvati colony) (Sheela Nagar) ( Public Funded ) ,240,10,Upto 3 Axle Vehicle,254.0,381.0,8467.0,
"2022-12-19", Main Toll (Panchvati colony) (Sheela Nagar) ( Public Funded ) ,240,10,"4 to 6 Axle",254.0,381.0,8467.0,
"2022-12-19", Main Toll (Panchvati colony) (Sheela Nagar) ( Public Funded ) ,240,10,HCM/EME,254.0,381.0,8467.0,
"2022-12-19", Main Toll (Panchvati colony) (Sheela Nagar) ( Public Funded ) ,240,10,"7 or more Axle",313.0,469.0,10421.0,
"2022-12-19", Pandillapalli ( Public Funded ) ,5738,54,Car/Jeep/Van,45.0,70.0,1555.0,25.0
"2022-12-19", Pandillapalli ( Public Funded ) ,5738,54,LCV,75.0,115.0,2515.0,40.0
"2022-12-19", Pandillapalli ( Public Funded ) ,5738,54,Bus/Truck,160.0,235.0,5265.0,80.0
"2022-12-19", Pandillapalli ( Public Funded ) ,5738,54,Upto 3 Axle Vehicle,170.0,260.0,5745.0,85.0
"2022-12-19", Pandillapalli ( Public Funded ) ,5738,54,"4 to 6 Axle",250.0,370.0,8260.0,125.0
"2022-12-19", Pandillapalli ( Public Funded ) ,5738,54,HCM/EME,250.0,370.0,8260.0,125.0
"2022-12-19", Pandillapalli ( Public Funded ) ,5738,54,"7 or more Axle",300.0,450.0,10055.0,150.0
"2022-12-19", Unguturu ( BOT (Toll) ) ,451,72,Car/Jeep/Van,105.0,155.0,3470.0,50.0
"2022-12-19", Unguturu ( BOT (Toll) ) ,451,72,LCV,170.0,250.0,5610.0,85.0
"2022-12-19", Unguturu ( BOT (Toll) ) ,451,72,Bus/Truck,350.0,530.0,11750.0,175.0
"2022-12-19", Unguturu ( BOT (Toll) ) ,451,72,Upto 3 Axle Vehicle,385.0,575.0,12820.0,190.0
"2022-12-19", Unguturu ( BOT (Toll) ) ,451,72,"4 to 6 Axle",555.0,830.0,18425.0,275.0
"2022-12-19", Unguturu ( BOT (Toll) ) ,451,72,HCM/EME,555.0,830.0,18425.0,275.0
"2022-12-19", Unguturu ( BOT (Toll) ) ,451,72,"7 or more Axle",675.0,1010.0,22430.0,335.0
"2022-12-19", Vaddupalli ( Public Funded ) ,5788,51,Car/Jeep/Van,50.0,75.0,1690.0,25.0
"2022-12-19", Vaddupalli ( Public Funded ) ,5788,51,LCV,80.0,125.0,2735.0,40.0
"2022-12-19", Vaddupalli ( Public Funded ) ,5788,51,Bus/Truck,170.0,260.0,5725.0,85.0
"2022-12-19", Vaddupalli ( Public Funded ) ,5788,51,Upto 3 Axle Vehicle,185.0,280.0,6250.0,95.0
"2022-12-19", Vaddupalli ( Public Funded ) ,5788,51,"4 to 6 Axle",270.0,405.0,8980.0,135.0
"2022-12-19", Vaddupalli ( Public Funded ) ,5788,51,HCM/EME,270.0,405.0,8980.0,135.0
"2022-12-19", Vaddupalli ( Public Funded ) ,5788,51,"7 or more Axle",330.0,490.0,10935.0,165.0
"2022-12-19", Yerradoddi ( Public Funded ) ,5672,67,Car/Jeep/Van,60.0,90.0,2030.0,30.0
"2022-12-19", Yerradoddi ( Public Funded ) ,5672,67,LCV,100.0,145.0,3275.0,50.0
"2022-12-19", Yerradoddi ( Public Funded ) ,5672,67,Bus/Truck,205.0,310.0,6865.0,105.0
"2022-12-19", Yerradoddi ( Public Funded ) ,5672,67,Upto 3 Axle Vehicle,225.0,335.0,7485.0,110.0
"2022-12-19", Yerradoddi ( Public Funded ) ,5672,67,"4 to 6 Axle",325.0,485.0,10760.0,160.0
"2022-12-19", Yerradoddi ( Public Funded ) ,5672,67,HCM/EME,325.0,485.0,10760.0,160.0
"2022-12-19", Yerradoddi ( Public Funded ) ,5672,67,"7 or more Axle",395.0,590.0,13100.0,195.0
"2022-12-19", Tanguturu ( BOT (Toll) ) ,253,69,Car/Jeep/Van,95.0,140.0,3130.0,
"2022-12-19", Tanguturu ( BOT (Toll) ) ,253,69,LCV,150.0,230.0,5055.0,
"2022-12-19", Tanguturu ( BOT (Toll) ) ,253,69,Bus/Truck,320.0,475.0,10595.0,
"2022-12-19", Tanguturu ( BOT (Toll) ) ,253,69,Upto 3 Axle Vehicle,500.0,750.0,16615.0,
"2022-12-19", Tanguturu ( BOT (Toll) ) ,253,69,"4 to 6 Axle",500.0,750.0,16615.0,
"2022-12-19", Tanguturu ( BOT (Toll) ) ,253,69,HCM/EME,500.0,750.0,16615.0,
"2022-12-19", Tanguturu ( BOT (Toll) ) ,253,69,"7 or more Axle",605.0,910.0,20230.0,
"2022-12-19", Balachera ( Public Funded ) ,5791,25,Car/Jeep/Van,40.0,60.0,1320.0,20.0
"2022-12-19", Balachera ( Public Funded ) ,5791,25,LCV,65.0,95.0,2130.0,30.0
"2022-12-19", Balachera ( Public Funded ) ,5791,25,Bus/Truck,135.0,200.0,4460.0,65.0
"2022-12-19", Balachera ( Public Funded ) ,5791,25,Upto 3 Axle Vehicle,145.0,220.0,4865.0,75.0
"2022-12-19", Balachera ( Public Funded ) ,5791,25,"4 to 6 Axle",210.0,315.0,6995.0,105.0
"2022-12-19", Balachera ( Public Funded ) ,5791,25,HCM/EME,210.0,315.0,6995.0,105.0
"2022-12-19", Balachera ( Public Funded ) ,5791,25,"7 or more Axle",255.0,385.0,8520.0,130.0
"2022-12-19", Dahalapara ( Public Funded ) ,395,61,Car/Jeep/Van,85.0,125.0,2800.0,40.0
"2022-12-19", Dahalapara ( Public Funded ) ,395,61,LCV,135.0,205.0,4525.0,70.0
"2022-12-19", Dahalapara ( Public Funded ) ,395,61,Bus/Truck,285.0,425.0,9485.0,140.0
"2022-12-19", Dahalapara ( Public Funded ) ,395,61,Upto 3 Axle Vehicle,310.0,465.0,10345.0,155.0
"2022-12-19", Dahalapara ( Public Funded ) ,395,61,"4 to 6 Axle",445.0,670.0,14875.0,225.0
"2022-12-19", Dahalapara ( Public Funded ) ,395,61,HCM/EME,445.0,670.0,14875.0,225.0
"2022-12-19", Dahalapara ( Public Funded ) ,395,61,"7 or more Axle",545.0,815.0,18105.0,270.0
"2022-12-19", Veeravalli ( Public Funded ) ,5955,69,Car/Jeep/Van,145.0,215.0,4815.0,70.0
"2022-12-19", Veeravalli ( Public Funded ) ,5955,69,LCV,235.0,350.0,7775.0,115.0
"2022-12-19", Veeravalli ( Public Funded ) ,5955,69,Bus/Truck,490.0,735.0,16295.0,245.0
"2022-12-19", Veeravalli ( Public Funded ) ,5955,69,Upto 3 Axle Vehicle,535.0,800.0,17775.0,265.0
"2022-12-19", Veeravalli ( Public Funded ) ,5955,69,"4 to 6 Axle",765.0,1150.0,25550.0,385.0
"2022-12-19", Veeravalli ( Public Funded ) ,5955,69,HCM/EME,765.0,1150.0,25550.0,385.0
"2022-12-19", Veeravalli ( Public Funded ) ,5955,69,"7 or more Axle",935.0,1400.0,31105.0,465.0
"2022-12-19", Kalia Bhomora Bridge (MoRTH) ( Bridges ) ,326,3,Car/Jeep/Van,26.0,39.0,871.0,
"2022-12-19", Kalia Bhomora Bridge (MoRTH) ( Bridges ) ,326,3,LCV,39.0,58.0,1306.0,
"2022-12-19", Kalia Bhomora Bridge (MoRTH) ( Bridges ) ,326,3,Bus/Truck,78.0,117.0,2613.0,
"2022-12-19", Kalia Bhomora Bridge (MoRTH) ( Bridges ) ,326,3,Upto 3 Axle Vehicle,86.0,129.0,2881.0,
"2022-12-19", Kalia Bhomora Bridge (MoRTH) ( Bridges ) ,326,3,"4 to 6 Axle",86.0,129.0,2881.0,
"2022-12-19", Kalia Bhomora Bridge (MoRTH) ( Bridges ) ,326,3,HCM/EME,116.0,174.0,3886.0,
"2022-12-19", Kalia Bhomora Bridge (MoRTH) ( Bridges ) ,326,3,"7 or more Axle",156.0,234.0,5226.0,
"2022-12-19", Galia ( Public Funded ) ,5872,27,Car/Jeep/Van,45.0,65.0,1470.0,20.0
"2022-12-19", Galia ( Public Funded ) ,5872,27,LCV,70.0,105.0,2370.0,35.0
"2022-12-19", Galia ( Public Funded ) ,5872,27,Bus/Truck,150.0,225.0,4970.0,75.0
"2022-12-19", Galia ( Public Funded ) ,5872,27,Upto 3 Axle Vehicle,165.0,245.0,5420.0,80.0
"2022-12-19", Galia ( Public Funded ) ,5872,27,"4 to 6 Axle",235.0,350.0,7790.0,115.0
"2022-12-19", Galia ( Public Funded ) ,5872,27,HCM/EME,235.0,350.0,7790.0,115.0
"2022-12-19", Galia ( Public Funded ) ,5872,27,"7 or more Axle",285.0,425.0,9485.0,140.0
"2022-12-19", Manderdisa ( Public Funded ) ,5666,61,Car/Jeep/Van,100.0,150.0,3385.0,50.0
"2022-12-19", Manderdisa ( Public Funded ) ,5666,61,LCV,165.0,245.0,5470.0,80.0
"2022-12-19", Manderdisa ( Public Funded ) ,5666,61,Bus/Truck,345.0,515.0,11465.0,170.0
